ERROR NR.:      1925; MESS:Unknown member SEEKLAUSEND.; CODE:RETURN thisform.seeklausend.journalid; PROC:unload; LINE:         1; ALIAS:COMDOKPROP recno: 124; VERSIA:; KPV:29.08.2024 15:12:42;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 13:21:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 13:21:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 13:21:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 13:21:49;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 13:21:49;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:24:30;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       115; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:24:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 13:24:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 13:24:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 13:24:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 13:24:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 13:24:30;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:39:37;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       115; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:39:37;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 13:39:37;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 13:39:37;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 13:39:37;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 13:39:37;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 13:39:37;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:30.08.2024 13:41:08;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:41:18;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:41:18;
ERROR NR.:        13; MESS:Alias 'V_DOKPROP' is not found.; CODE:replace v_dokprop.dok WITH  comDokProp.kood IN v_dokprop; PROC:valid; LINE:         2; ALIAS:COMDOKPROP recno: 1; VERSIA:; KPV:30.08.2024 13:41:24;
ERROR NR.:        12; MESS:Variable 'KOOSTATUD' is not found.; CODE:replace tmp_doc_link.number WITH STR(v_doc.number), tmp_doc_link.doc_id WITH l_journal_id, kpv WITH v_doc.kpv, koostatud WITH v_doc.koostatud, selg WITH v_doc.selg, muud WITH v_doc.muud, form WITH 'journal' IN tmp_doc_link; PROC:click; LINE:        11; ALIAS:TMP_DOC_LINK recno: 1; VERSIA:; KPV:30.08.2024 13:41:34;
ERROR NR.:        13; MESS:Alias 'TMP_DOC_LINK' is not found.; CODE:INSERT INTO v_docs (id, doc_type_name, number , kpv , koostatud , selg ,muud , form, status ) VALUES (tmp_doc_link.doc_id, 'Lausendid', tmp_doc_link.number, tmp_doc_link.kpv, tmp_doc_link.koostatud, tmp_doc_link.selg, tmp_doc_link.muud, tmp_doc_link.form,1 ); PROC:click; LINE:         8; ALIAS:V_DOCS recno: 1; VERSIA:; KPV:30.08.2024 13:41:42;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:43:45;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       115; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:43:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 13:43:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 13:43:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 13:43:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 13:43:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 13:43:45;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:30.08.2024 13:44:37;
ERROR NR.:        12; MESS:Variable 'KUU' is not found.; CODE:Locate For tmp_period.aasta = Year(l_kpv) And kuu = Month(l_kpv); PROC:is_period; LINE:        11; ALIAS:V_ARVREAD recno: 1; VERSIA:; KPV:30.08.2024 13:44:50;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:30.08.2024 13:44:50;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:44:57;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:44:57;
ERROR NR.:        13; MESS:Alias 'V_DOKPROP' is not found.; CODE:replace v_dokprop.dok WITH  comDokProp.kood IN v_dokprop; PROC:valid; LINE:         2; ALIAS:COMDOKPROP recno: 1; VERSIA:; KPV:30.08.2024 13:45:01;
ERROR NR.:        12; MESS:Variable 'KOOSTATUD' is not found.; CODE:replace tmp_doc_link.number WITH STR(v_doc.number), tmp_doc_link.doc_id WITH l_journal_id, kpv WITH v_doc.kpv, koostatud WITH v_doc.koostatud, selg WITH v_doc.selg, muud WITH v_doc.muud, form WITH 'journal' IN tmp_doc_link; PROC:click; LINE:        11; ALIAS:TMP_DOC_LINK recno: 1; VERSIA:; KPV:30.08.2024 13:45:30;
ERROR NR.:        13; MESS:Alias 'TMP_DOC_LINK' is not found.; CODE:INSERT INTO v_docs (id, doc_type_name, number , kpv , koostatud , selg ,muud , form, status ) VALUES (tmp_doc_link.doc_id, 'Lausendid', tmp_doc_link.number, tmp_doc_link.kpv, tmp_doc_link.koostatud, tmp_doc_link.selg, tmp_doc_link.muud, tmp_doc_link.form,1 ); PROC:click; LINE:        10; ALIAS:V_DOCS recno: 2; VERSIA:; KPV:30.08.2024 13:45:52;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:49:59;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       115; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:49:59;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 13:49:59;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 13:49:59;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 13:49:59;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 13:49:59;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 13:49:59;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:30.08.2024 13:52:46;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:52:52;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:52:52;
ERROR NR.:        13; MESS:Alias 'V_DOKPROP' is not found.; CODE:replace v_dokprop.dok WITH  comDokProp.kood IN v_dokprop; PROC:valid; LINE:         2; ALIAS:COMDOKPROP recno: 1; VERSIA:; KPV:30.08.2024 13:52:55;
ERROR NR.:        12; MESS:Variable 'KOOSTATUD' is not found.; CODE:replace tmp_doc_link.number WITH STR(v_doc.number), tmp_doc_link.doc_id WITH l_journal_id, kpv WITH v_doc.kpv, koostatud WITH v_doc.koostatud, selg WITH v_doc.selg, muud WITH v_doc.muud, form WITH 'journal' IN tmp_doc_link; PROC:click; LINE:        11; ALIAS:TMP_DOC_LINK recno: 1; VERSIA:; KPV:30.08.2024 13:53:20;
ERROR NR.:        13; MESS:Alias 'TMP_DOC_LINK' is not found.; CODE:INSERT INTO v_docs (id, doc_type_name, number , kpv , koostatud , selg ,muud , form, status ) VALUES (tmp_doc_link.doc_id, 'Lausendid', tmp_doc_link.number, tmp_doc_link.kpv, tmp_doc_link.koostatud, tmp_doc_link.selg, tmp_doc_link.muud, tmp_doc_link.form,1 ); PROC:click; LINE:         9; ALIAS:V_DOCS recno: 2; VERSIA:; KPV:30.08.2024 13:53:24;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS:V_DOCS recno: 2; VERSIA:; KPV:30.08.2024 13:53:24;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:57:27;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       115; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 13:57:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 13:57:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 13:57:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 13:57:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 13:57:27;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 13:57:27;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:30.08.2024 13:59:15;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:59:21;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 13:59:21;
ERROR NR.:        13; MESS:Alias 'V_DOKPROP' is not found.; CODE:replace v_dokprop.dok WITH  comDokProp.kood IN v_dokprop; PROC:valid; LINE:         2; ALIAS:COMDOKPROP recno: 1; VERSIA:; KPV:30.08.2024 13:59:25;
ERROR NR.:        12; MESS:Variable 'KOOSTATUD' is not found.; CODE:replace tmp_doc_link.number WITH STR(v_doc.number), tmp_doc_link.doc_id WITH l_journal_id, kpv WITH v_doc.kpv, koostatud WITH v_doc.koostatud, selg WITH v_doc.selg, muud WITH v_doc.muud, form WITH 'journal' IN tmp_doc_link; PROC:click; LINE:        11; ALIAS:TMP_DOC_LINK recno: 1; VERSIA:; KPV:30.08.2024 13:59:28;
ERROR NR.:        13; MESS:Alias 'TMP_DOC_LINK' is not found.; CODE:INSERT INTO v_docs (id, doc_type_name, number , kpv , koostatud , selg ,muud , form, status ) VALUES (tmp_doc_link.doc_id, 'Lausendid', tmp_doc_link.number, tmp_doc_link.kpv, tmp_doc_link.koostatud, tmp_doc_link.selg, tmp_doc_link.muud, tmp_doc_link.form,1 ); PROC:click; LINE:        10; ALIAS:V_DOCS recno: 1; VERSIA:; KPV:30.08.2024 13:59:36;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS:V_DOCS recno: 2; VERSIA:; KPV:30.08.2024 13:59:44;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 14:04:24;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       115; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 14:04:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 14:04:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 14:04:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 14:04:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 14:04:24;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 14:04:24;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:30.08.2024 14:05:04;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 14:05:10;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS: recno: 0; VERSIA:; KPV:30.08.2024 14:05:10;
ERROR NR.:        12; MESS:Variable 'KOOSTATUD' is not found.; CODE:replace tmp_doc_link.number WITH STR(v_doc.number), tmp_doc_link.doc_id WITH l_journal_id, tmp_doc_link.kpv WITH v_doc.kpv, tmp_doc_link.koostatud WITH v_doc.koostatud, tmp_doc_link.selg WITH v_doc.selg, tmp_doc_link.muud WITH v_doc.muud, tmp_doc_link.form WITH 'journal' IN tmp_doc_link; PROC:click; LINE:        13; ALIAS:TMP_DOC_LINK recno: 1; VERSIA:; KPV:30.08.2024 14:05:19;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS:V_DOCS recno: 3; VERSIA:; KPV:30.08.2024 14:05:33;
ERROR NR.:        12; MESS:Variable 'KOOSTATUD' is not found.; CODE:replace tmp_doc_link.number WITH STR(v_doc.number), tmp_doc_link.doc_id WITH l_journal_id, tmp_doc_link.kpv WITH v_doc.kpv, tmp_doc_link.koostatud WITH v_doc.koostatud, tmp_doc_link.selg WITH v_doc.selg, tmp_doc_link.muud WITH v_doc.muud, tmp_doc_link.form WITH 'journal' IN tmp_doc_link; PROC:click; LINE:        13; ALIAS:TMP_DOC_LINK recno: 1; VERSIA:; KPV:30.08.2024 14:05:50;
ERROR NR.:      1925; MESS:Unknown member PAGEFRAME1.; CODE:this.Visible = thisform.paGEFRAME1.ActivePage = 1; PROC:refresh; LINE:         1; ALIAS:V_DOCS recno: 4; VERSIA:; KPV:30.08.2024 14:07:20;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 14:11:30;
ERROR NR.:      1925; MESS:Unknown member OPERATION.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       115; ALIAS:CURMENUREMOTE recno: 86; VERSIA:; KPV:30.08.2024 14:11:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 281; VERSIA:; KPV:30.08.2024 14:11:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 282; VERSIA:; KPV:30.08.2024 14:11:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 283; VERSIA:; KPV:30.08.2024 14:11:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 284; VERSIA:; KPV:30.08.2024 14:11:30;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 285; VERSIA:; KPV:30.08.2024 14:11:30;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:30.08.2024 14:12:25;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:02.09.2024 11:41:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 562; VERSIA:; KPV:02.09.2024 11:41:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 565; VERSIA:; KPV:02.09.2024 11:41:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:02.09.2024 11:41:32;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:02.09.2024 11:41:32;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:02.09.2024 11:48:04;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:02.09.2024 12:00:56;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 562; VERSIA:; KPV:02.09.2024 12:00:56;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 565; VERSIA:; KPV:02.09.2024 12:00:56;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:02.09.2024 12:00:56;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:02.09.2024 12:00:56;
ERROR NR.:      1925; MESS:Unknown member GRID1.; CODE:Thisform.grid1.AllowAddNew = !Thisform.suletud; PROC:is_period; LINE:         3; ALIAS:TMP_PERIOD recno: 1; VERSIA:; KPV:02.09.2024 12:05:09;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 552; VERSIA:; KPV:02.09.2024 12:22:48;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 562; VERSIA:; KPV:02.09.2024 12:22:48;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 565; VERSIA:; KPV:02.09.2024 12:22:48;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 566; VERSIA:; KPV:02.09.2024 12:22:48;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       109; ALIAS:CURMENUREMOTE recno: 567; VERSIA:; KPV:02.09.2024 12:22:48;
